name,id,description,search_term,wikidata_id,wikidata_label,wikidata_description
Área de Proteção Ambiental Jundiaí,974,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Jundiaí,Q96611796,NONE,NONE
Estação Ecológica Juréia-Itatins,880,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Juréia-Itatin,Q10275709,Juréia-Itatins Ecological Station,"ecological station in São Paulo, Brazil"
Parque Estadual Jurupará,868,nature reserve in Brazil (Parque Estadual),Parque Estadual Jurupará,Q28655226,Jurupará State Park,NONE
Estação Ecológica Jutaí-Solimões,614,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Jutaí-Solimõe,Q6318686,Jutaí-Solimões Ecological Reserve,NONE
Parque Estadual Lagamar de Cananéia,4930,nature reserve in Brazil (Parque Estadual),Parque Estadual Lagamar de Cananéia,Q25422575,Lagamar de Cananéia State Park,"State Park in São Paulo, Brazil"
Área de Proteção Ambiental Lagamar do Cauípe,2790,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Lagamar do Cauípe,Q97177236,NONE,NONE
Refúgio de Vida Silvestre Lagoa da Turfeira,5637,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Lagoa da Turfeira,Q96741158,NONE,NONE
Área de Proteção Ambiental Lagoa de Guanandy,1029,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Lagoa de Guanandy,Q96610955,NONE,NONE
Parque Estadual Lagoa do Açu,5305,nature reserve in Brazil (Parque Estadual),Parque Estadual Lagoa do Açu,Q96740898,NONE,NONE
Parque Estadual Lagoa do Cajueiro,2920,nature reserve in Brazil (Parque Estadual),Parque Estadual Lagoa do Cajueiro,Q56695109,NONE,"museum in Januária, Minas Gerais"
Área de Proteção Ambiental Lagoa do Uruaú,2798,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Lagoa do Uruaú,Q96610941,Área de Proteção Ambiental da Lagoa do Uruaú,NONE
Área de Proteção Ambiental Lagoa Itaparica,2887,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Lagoa Itaparica,Q96611811,NONE,NONE
Parque Estadual Lago Azul,2763,nature reserve in Brazil (Parque Estadual),Parque Estadual Lago Azul,Q10344998,Blue Lake State Park,Brasil
Área de Proteção Ambiental Lago de Palmas,2961,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Lago de Palmas,Q96611801,NONE,NONE
Reserva Biológica Lago de Piratuba,621,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Lago de Piratuba,Q6472259,Lago Piratuba Biological Reserve,NONE
Área de Proteção Ambiental Lago de Santa Isabel,4961,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Lago de Santa Isabel,Q30326559,Lago de Santa Isabel Environmental Protection Area,"Protected area in Tocantins, Brazil"
"Área de Proteção Ambiental Lago de São Salvador do TO, Paranã e Palmeirópolis",4962,nature reserve in Brazil (Área de Proteção Ambiental),"Área de Proteção Ambiental Lago de São Salvador do TO, Paranã e Palmeirópolis",Q96611807,NONE,NONE
Área de Proteção Ambiental Lago de Sobradinho,4785,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Lago de Sobradinho,Q96611809,NONE,NONE
Área de Proteção Ambiental Lago de Tucuruí,2946,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Lago de Tucuruí,Q96611651,NONE,NONE
Reserva Extrativista Lago do Capanã Grande,4240,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Lago do Capanã Grande,Q10359705,Lago do Capanã Grande Extractive Reserve,Extractive reserve in the state of Amazonas
Reserva Extrativista Lago do Cedro,4511,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Lago do Cedro,Q10359671,NONE,NONE
Reserva Extrativista Lago do Cuniã,1368,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Lago do Cuniã,Q10359708,Lago do Cuniã Extractive Reserve,NONE
Parque Estadual Lajeado,2966,nature reserve in Brazil (Parque Estadual),Parque Estadual Lajeado,Q26227209,Lajeado State Park,NONE
Parque Estadual Lapa Grande,4904,nature reserve in Brazil (Parque Estadual),Parque Estadual Lapa Grande,Q96740899,Lapa Grande State Park,"state park in Minas Gerais, Brazil"
Monumento Natural Lapa Vermelha,5502,nature reserve in Brazil (Monumento Natural),Monumento Natural Lapa Vermelha,Q96614961,NONE,NONE
Parque Estadual Lauráceas,1192,nature reserve in Brazil (Parque Estadual),Parque Estadual Laurácea,Q20059208,Parque Estadual das Lauráceas,NONE
Reserva de Desenvolvimento Sustentável Lavras,4934,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Lavras,Q96613980,NONE,NONE
Parque Nacional Lençóis Maranhenses,595,nature reserve in Brazil (Parque Nacional),Parque Nacional Lençóis Maranhense,Q647777,Lencois  Maranhenses National Park,"National park in northeastern Brazil, known for its rolling dunes and fresh water lagoons"
Área de Relevante Interesse Ecológico Leopoldo Magno Coutinho,6027,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico Leopoldo Magno Coutinho,Q96612148,NONE,NONE
Refúgio de Vida Silvestre Libélulas da Serra de São José,4959,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Libélulas da Serra de São José,Q96741202,Libélulas da Serra de São José Wildlife Refuge,"wildlife refuge in Minas Gerais, Brazil"
Floresta Nacional Lorena,2793,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Lorena,Q10282875,Lorena National Forest,"national forest in the state of São Paulo, Brazil"
Refúgio de Vida Silvestre Macaúbas,5533,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Macaúbas,Q96741160,NONE,NONE
Parque Estadual Mãe Bonifácia,3456,nature reserve in Brazil (Parque Estadual),Parque Estadual Mãe Bonifácia,Q96740919,NONE,NONE
Reserva Biológica Maicuru,4639,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Maicuru,Q24959773,Maicuru Biological Reserve,NONE
Reserva de Desenvolvimento Sustentável Mamirauá,789,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Mamirauá,Q6745689,Mamirauá Sustainable Development Reserve,"protected area of Amazonas, Brazil"
Parque Estadual Mananciais de Campos do Jordão,879,nature reserve in Brazil (Parque Estadual),Parque Estadual Mananciai de Campos do Jordão,Q10344999,Mananciais de Campos do Jordão State Park,NONE
Reserva Extrativista Mandira,3465,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Mandira,Q10359707,Mandira Extractive Reserve,NONE
Área de Proteção Ambiental Mangaratiba,2173,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Mangaratiba,Q96611228,NONE,NONE
Área de Relevante Interesse Ecológico Manguezais da Foz do Rio Mamanguape,2002,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico Manguezais da Foz do Rio Mamanguape,Q16493405,Área de Relevante Interesse Ecológica Manguezais da Foz do Rio Mamanguape,NONE
Reserva Biológica Manicoré,5431,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Manicoré,Q96613926,NONE,NONE
Floresta Estadual Manicoré,4261,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Manicoré,Q26837517,Manicoré State Forest,State Forest in Brazil
Floresta Nacional Mapiá-Inauini,647,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Mapiá-Inauini,Q10282877,Mapiá-Inauini National Forest,"national forest in the state of Amazonas, Brazil"
Parque Nacional Mapinguari,4968,nature reserve in Brazil (Parque Nacional),Parque Nacional Mapinguari,Q24915975,Mapinguari National Park,national Park in Brazil
Estação Ecológica Maracá,606,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Maracá,Q16866115,Maracá-Jipioca Ecological Station,An Ecological Station
Estação Ecológica Maracá-Jipioca,607,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Maracá-Jipioca,Q16866115,Maracá-Jipioca Ecological Station,An Ecological Station
Reserva Extrativista Maracatiara,3028,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Maracatiara,Q96614125,NONE,NONE
Estação Ecológica Mar de Espanha,2133,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Mar de Espanha,Q96614611,NONE,NONE
Área de Proteção Ambiental Margem Direita do Rio Negro,847,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Margem Direita do Rio Negro,Q24887901,Rio Negro Right Bank Environmental Protection Area,"environmental protection area in Amazonas, Brazil"
Área de Proteção Ambiental Margem Esquerda do Rio Negro,846,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Margem Esquerda do Rio Negro,Q25068237,Rio Negro Left Bank Environmental Protection Area,"environmental protection area in Amazonas, Brazil"
Área de Proteção Ambiental Maricá,2174,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Maricá,Q18472898,NONE,NONE
Estação Ecológica Marília,2779,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Marília,Q96614577,NONE,NONE
Reserva Extrativista Marinha Cuinarana,5403,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha Cuinarana,Q96614127,NONE,NONE
Reserva Extrativista Marinha da Baía do Iguape,2584,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha da Baía do Iguape,Q10359675,Baía do Iguape Marine Extractive Reserve,NONE
Reserva Extrativista Marinha da Lagoa do Jequiá,2884,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha da Lagoa do Jequiá,Q10359676,Lagoa do Jequiá Marine Extractive Reserve,"Extractive reserve in Alagoas, Brazil"
Reserva Extrativista Marinha de Araí-Peroba,4328,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha de araí-peroba,Q118232572,NONE,NONE
Reserva Extrativista Marinha de Caeté-Taperaçu,4325,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha de caeté-taperaçu,Q10359677,Caeté-Taperaçu Marine Extractive Reserve,NONE
Reserva Extrativista Marinha de Gurupi-Piriá,4329,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha de gurupi-piriá,Q10359679,Gurupi-Piriá Marine Extractive Reserve,NONE
Reserva Extrativista Marinha de Itaipu,5636,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha de Itaipu,Q96614131,NONE,NONE
Reserva Extrativista Marinha de Soure,2942,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha de Soure,Q10359680,Soure Marine Extractive Reserve,NONE
Reserva Extrativista Marinha de Tracuateua,4324,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha de Tracuateua,Q10359682,Tracuateua Marine Extractive Reserve,NONE
Reserva Extrativista Marinha do Arraial do Cabo,1149,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha do Arraial do Cabo,Q10359681,Arraial do Cabo Marine Extractive Reserve,NONE
Reserva Biológica Marinha do Arvoredo,1109,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Marinha do Arvoredo,Q9068212,Marinha do Arvoredo Biological Reserve,NONE
Reserva Extrativista Marinha do Delta do Parnaíba,2680,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha do Delta do Parnaíba,Q10359684,NONE,NONE
Área de Proteção Ambiental Marinha do Litoral Centro,5021,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Marinha do Litoral Centro,Q96611831,Área de Proteção Ambiental Marinha do Litoral Centro,NONE
Área de Proteção Ambiental Marinha do Litoral Norte,5018,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Marinha do Litoral Norte,Q96611833,Área de Proteção Ambiental Marinha do Litoral Norte,NONE
Área de Proteção Ambiental Marinha do Litoral Sul,5020,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Marinha do Litoral Sul,Q96611835,NONE,NONE
Reserva Extrativista Marinha Mestre Lucindo,5402,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha Mestre Lucindo,Q96614133,NONE,NONE
Reserva Extrativista Marinha Mocapajuba,5401,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Marinha Mocapajuba,Q96614135,NONE,NONE
Área de Proteção Ambiental Marinha Recifes Serrambi,6053,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Marinha Recifes Serrambi,Q96611837,Área de Proteção Ambiental Marinha Recifes Serrambi,NONE
Parque Estadual Marinho Banco do Álvaro,6048,nature reserve in Brazil (Parque Estadual),Parque Estadual Marinho Banco do Álvaro,Q61001579,NONE,NONE
Parque Estadual Marinho Banco do Tarol,6049,nature reserve in Brazil (Parque Estadual),Parque Estadual Marinho Banco do Tarol,Q61001581,NONE,NONE
Parque Estadual Marinho da Laje de Santos,931,nature reserve in Brazil (Parque Estadual),Parque Estadual Marinho da Laje de Santos,Q28465241,Laje de Santos Marine State Park,NONE
Parque Estadual Marinho da Pedra da Risca do Meio,2313,nature reserve in Brazil (Parque Estadual),Parque Estadual Marinho da Pedra da Risca do Meio,Q7159359,Pedra da Risca do Meio State Marine Park,"a state park in the state of Ceará, Brazil"
Parque Nacional Marinho das Ilhas dos Currais,5369,nature reserve in Brazil (Parque Nacional),Parque Nacional Marinho das Ilhas dos Currai,Q5839590,Ilhas dos Currais Marine National Park,"national park in Paraná, Brazil"
Parque Estadual Marinho de Areia Vermelha,2895,nature reserve in Brazil (Parque Estadual),Parque Estadual Marinho de Areia Vermelha,Q28137214,Areia Vermelha Marine State Park,NONE
Parque Nacional Marinho de Fernando de Noronha,870,nature reserve in Brazil (Parque Nacional),Parque Nacional Marinho de Fernando de Noronha,Q25039883,Fernando de Noronha Marine National Park,"national park in the state of Pernambuco, Brazil"
Parque Estadual Marinho do Parcel de Manuel Luís,764,nature reserve in Brazil (Parque Estadual),Parque Estadual Marinho do Parcel de Manuel Luís,Q10345001,Parcel de Manuel Luís Marine State Park,NONE
Floresta Nacional Mário Xavier,949,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Mário Xavier,Q10282860,Mário Xavier National Forest,NONE
Área de Proteção Ambiental Marituba do Peixe,1054,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Marituba do Peixe,Q96610961,NONE,NONE
Parque Estadual Massairo Okamura,3457,nature reserve in Brazil (Parque Estadual),Parque Estadual Massairo Okamura,Q10345192,Massairo Okamura State Park,NONE
Reserva Extrativista Massaranduba,3026,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Massaranduba,Q96614138,NONE,NONE
Parque Estadual Mata da Pipa,5653,nature reserve in Brazil (Parque Estadual),Parque Estadual Mata da Pipa,Q10345002,NONE,NONE
Parque Estadual Mata das Flores,1038,nature reserve in Brazil (Parque Estadual),Parque Estadual Mata das Flore,Q10345056,Mata das Flores State Park,NONE
Refúgio de Vida Silvestre Mata da Usina São José,5534,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata da Usina São José,Q96741163,NONE,NONE
Refúgio de Vida Silvestre Mata de Bom Jardim,5535,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata de Bom Jardim,Q96741164,NONE,NONE
Refúgio de Vida Silvestre Mata de Caraúna,5536,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata de Caraúna,Q96741165,NONE,NONE
Refúgio de Vida Silvestre Mata de Jaguaribe,5538,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata de Jaguaribe,Q96741166,NONE,NONE
Refúgio de Vida Silvestre Mata de Miritiba,5539,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata de Miritiba,Q96741167,NONE,NONE
Refúgio de Vida Silvestre Mata de Mussaíba,5540,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata de Mussaíba,Q96741168,NONE,NONE
Refúgio de Vida Silvestre Mata de Santa Cruz,6056,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata de Santa Cruz,Q96741169,NONE,NONE
Área de Relevante Interesse Ecológico Mata de Santa Genebra,1169,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico Mata de Santa Genebra,Q10395970,Mata de Santa Genebra,Historical site listed by the CONDEPHAAT in the city of Campinas
Refúgio de Vida Silvestre Mata de Tapacurá,5537,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata de Tapacurá,Q96741171,NONE,NONE
Refúgio de Vida Silvestre Mata do Amparo,1244,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Amparo,Q96741172,NONE,NONE
Refúgio de Vida Silvestre Mata do Buraquinho,5541,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Buraquinho,Q96741173,Refúgio de Vida Silvestre Mata do Buraquinho,"Wildlife refuge in João Pessoa, Paraíba, Brazil"
Refúgio de Vida Silvestre Mata do Camucim,5530,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Camucim,Q96741174,NONE,NONE
Estação Ecológica Mata do Cedro,3426,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Mata do Cedro,Q96614612,NONE,NONE
Refúgio de Vida Silvestre Mata do Contra Açude,5542,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Contra Açude,Q96741175,NONE,NONE
Refúgio de Vida Silvestre Mata do Curado,5543,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Curado,Q96741176,NONE,NONE
Refúgio de Vida Silvestre Mata do Engenho Salgadinho,5544,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Engenho Salgadinho,Q96741132,NONE,NONE
Refúgio de Vida Silvestre Mata do Engenho São João,1215,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Engenho São João,Q96741178,NONE,NONE
Refúgio de Vida Silvestre Mata do Engenho Uchóa,5545,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Engenho Uchóa,Q96741134,NONE,NONE
Parque Estadual Mata do Godoy,1049,nature reserve in Brazil (Parque Estadual),Parque Estadual Mata do Godoy,Q10327252,Parque Estadual Mata dos Godoy,nature reserve in Brazil
Estação Ecológica Mata do Jacaré,925,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Mata do Jacaré,Q96614615,NONE,NONE
Refúgio de Vida Silvestre Mata do Junco,4903,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Junco,Q96741179,NONE,NONE
Refúgio de Vida Silvestre Mata do Outeiro do Pedro,5546,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Outeiro do Pedro,Q96741180,NONE,NONE
Parque Estadual Mata do Pau Ferro,1003,nature reserve in Brazil (Parque Estadual),Parque Estadual Mata do Pau Ferro,Q96740923,NONE,NONE
Refúgio de Vida Silvestre Mata do Quizanga,5547,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Quizanga,Q96741181,NONE,NONE
Reserva Ecológica Mata do Rio Vermelho,1002,nature reserve in Brazil (Reserva Ecológica),Reserva Ecológica Mata do Rio Vermelho,Q10359651,NONE,NONE
Estação Ecológica Mata dos Ausentes,2136,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Mata dos Ausente,Q6785908,Mata dos Ausentes Biological Reserve,State administered ecological station in Brazil
Refúgio de Vida Silvestre Mata do Sistema Gurjaú,5548,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Sistema Gurjaú,Q96741190,NONE,NONE
Refúgio de Vida Silvestre Mata dos Muriquis,4946,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata dos Muriquis,Q96741203,NONE,NONE
Refúgio de Vida Silvestre Mata do Toro,5549,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Toro,Q96741135,NONE,NONE
Refúgio de Vida Silvestre Mata do Urucu,5550,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata do Urucu,Q96741182,NONE,NONE
Parque Estadual Mata do Xém-Xém,2896,nature reserve in Brazil (Parque Estadual),Parque Estadual Mata do Xém-Xém,Q10387664,NONE,NONE
Refúgio de Vida Silvestre Mata Engenho Macaxeira,5551,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata Engenho Macaxeira,Q96741183,NONE,NONE
Reserva Biológica Mata Escura,3524,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Mata Escura,Q10359632,Mata Escura Biological Reserve,protected biological region
Reserva Extrativista Mata Grande,629,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Mata Grande,Q10359699,NONE,NONE
Refúgio de Vida Silvestre Mata Lanço dos Cações,5552,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata Lanço dos Cações,Q96741184,NONE,NONE
Área de Relevante Interesse Ecológico Matão de Cosmópolis,896,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico Matão de Cosmópolis,Q10395973,Área de Relevante Interesse Ecológica Matão de Cosmópolis,NONE
Reserva Biológica Mata Paludosa,2891,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Mata Paludosa,Q10359625,Mata Paludosa Biological Reserve,NONE
Estação Ecológica Mata Preta,4382,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Mata Preta,Q19707083,Mata Preta Ecological Station,nature reserve in Brazil
Parque Estadual Mata São Francisco,1180,nature reserve in Brazil (Parque Estadual),Parque Estadual Mata São Francisco,Q86731803,NONE,NONE
Refúgio de Vida Silvestre Mata São João da Várzea,5553,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata São João da Várzea,Q96741186,NONE,NONE
Refúgio de Vida Silvestre Matas de Água Azul,6058,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Matas de Água Azul,Q96741188,NONE,NONE
Refúgio de Vida Silvestre Matas de Siriji,6057,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Matas de Siriji,Q96741189,NONE,NONE
Parque Estadual Matas do Segredo,2931,nature reserve in Brazil (Parque Estadual),Parque Estadual Matas do Segredo,Q10345003,Matas do Segredo State Park,NONE
Parque Estadual Mata Seca,3428,nature reserve in Brazil (Parque Estadual),Parque Estadual Mata Seca,Q96740925,NONE,NONE
Refúgio de Vida Silvestre Mata Seca,6079,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata Seca,Q96741144,NONE,NONE
Refúgio de Vida Silvestre Mata serra do Cotovelo,5554,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Mata serra do Cotovelo,Q96741187,NONE,NONE
Reserva Biológica Mato Grande,2314,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Mato Grande,Q60343407,"Birds of the Reserva Biológica do Mato Grande and surroundings, Rio Grande do Sul, Brazil",article
Reserva de Desenvolvimento Sustentável Matupiri,5055,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Matupiri,Q26761870,Matupiri Sustainable Development Reserve,"sustainable development reserve in the state of Amazonas, Brazil"
Parque Estadual Matupiri,4858,nature reserve in Brazil (Parque Estadual),Parque Estadual Matupiri,Q26761872,Matupiri State Park,"state park in the state of Amazonas, Brazil"
Floresta Estadual Maués,4234,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Maué,Q96614910,NONE,NONE
Área de Proteção Ambiental Meandros do Rio Araguaia,1352,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Meandros do Rio Araguaia,Q104434782,"Espongofauna da Área de Proteção Ambiental Meandros do rio Araguaia (GO, MT, TO), Brasil, com descrição de Heteromeyenia cristalina sp. nov. (Porifera, Demospongiae)",scientific article published in 2007
Reserva Extrativista Médio Juruá,1151,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Médio Juruá,Q10359687,Médio Juruá Extractive Reserve,"extractive reserve in the state of Amazonas, Brazil"
Refúgio de Vida Silvestre Médio Paraíba,5638,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Médio Paraíba,Q96749293,NONE,NONE
Parque Estadual Mendanha,5379,nature reserve in Brazil (Parque Estadual),Parque Estadual Mendanha,Q96740916,Parque Estadual do Mendanha,NONE
Área de Proteção Ambiental Mestre Álvaro,1036,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Mestre Álvaro,Q92427455,"Melastomataceae na Área de Proteção Ambiental Mestre Álvaro, Serra, Espírito Santo, Brasil",scientific article published in December 2017
Refúgio de Vida Silvestre Metrópole da Amazônia,5124,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Metrópole da Amazônia,Q10358521,Amazon Metropolis Wildlife Refuge,environmental reserve located in the Brazilian state of Pará
Floresta Estadual Metropolitana,1267,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Metropolitana,Q96614913,NONE,NONE
Estação Ecológica Mico Leão Preto,3194,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Mico Leão Preto,Q10275698,Mico Leão Preto Ecological Station,"Ecological station in São Paulo state, Brazil"
Floresta Estadual Mogno,3558,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Mogno,Q96614894,NONE,NONE
Parque Estadual Monge,2245,nature reserve in Brazil (Parque Estadual),Parque Estadual Monge,Q27929298,Monge State Park,"state park in Paraná, Brazil"
Monumento Natural Monólitos de Quixadá,5647,nature reserve in Brazil (Monumento Natural),Monumento Natural Monólito de Quixadá,Q10332136,Quixadá Monoliths Natural Monument,NONE
Parque Nacional Montanhas do Tumucumaque,3226,nature reserve in Brazil (Parque Nacional),Parque Nacional Montanhas do Tumucumaque,Q575822,Tumucumaque National Park,national park of Brazil
Parque Estadual Monte Alegre,3169,nature reserve in Brazil (Parque Estadual),Parque Estadual Monte Alegre,Q56695099,NONE,"museum in Monte Alegre, Pará"
Parque Nacional Monte Pascoal (Parque Nacional e Histórico),997,nature reserve in Brazil (Parque Nacional),Parque Nacional Monte Pascoal (Parque Nacional e Histórico),Q10345249,Monte Pascoal National Park,"national park in Bahia, Brazil"
Parque Nacional Monte Roraima,594,nature reserve in Brazil (Parque Nacional),Parque Nacional Monte Roraima,Q578202,Monte Roraima National Park,national park of Brazil
Parque Estadual Montezuma,5514,nature reserve in Brazil (Parque Estadual),Parque Estadual Montezuma,Q96740908,NONE,NONE
Área de Proteção Ambiental Morro da Pedreira,933,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Morro da Pedreira,Q16866117,Morro da Pedreira Environmental Protection Area,NONE
Área de Relevante Interesse Ecológico Morro da Vargem,4819,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico Morro da Vargem,Q96612131,NONE,NONE
Monumento Natural Morro de Santo Antônio,4870,nature reserve in Brazil (Monumento Natural),Monumento Natural Morro de Santo Antônio,Q96615106,NONE,NONE
Área de Proteção Ambiental Morro de São Bento,954,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Morro de São Bento,Q96612169,NONE,NONE
