Name,Category,Area (ha),Code,URL
MONAT Lapa Nova de Vazante,MONAT,-,0000.31.3405,http://uc.socioambiental.org/pt-br/arp/6041
MONAT Lapa Vermelha,MONAT,33,0000.31.2593,http://uc.socioambiental.org/pt-br/arp/5502
PES Lauráceas,PES,27524,0000.41.0546,http://uc.socioambiental.org/pt-br/arp/1192
RDS Lavras,RDS,889.74,0000.35.1690,http://uc.socioambiental.org/pt-br/arp/4934
APA Leandro (Ilha do Bananal/Cantão),APA,1678000,0000.17.1501,http://uc.socioambiental.org/pt-br/arp/2959
PARNA Lençóis Maranhenses,PARNA,155000,0000.00.0180,http://uc.socioambiental.org/pt-br/arp/595
ARIE Leopoldo Magno Coutinho,ARIE,-,0000.35.3889,http://uc.socioambiental.org/pt-br/arp/6027
RVS Libélulas da Serra de São José,RVS,3717,0000.31.0937,http://uc.socioambiental.org/pt-br/arp/4959
RDS Limoeiro,RDS,18837,0000.31.2328,http://uc.socioambiental.org/pt-br/arp/5561
APA Litoral Norte do Estado da Bahia,APA,142000,0000.29.0323,http://uc.socioambiental.org/pt-br/arp/2075
APA Litoral Sul do Estado de Sergipe,APA,54200,0000.28.0793,http://uc.socioambiental.org/pt-br/arp/2845
FLONA Lorena,FLONA,249,0000.00.0098,http://uc.socioambiental.org/pt-br/arp/2793
APA Macaé de Cima (APA),APA,35037,0000.33.0738,http://uc.socioambiental.org/pt-br/arp/3509
FLONA Macauã,FLONA,173475,0000.00.0120,http://uc.socioambiental.org/pt-br/arp/646
RVS Macaúbas,RVS,2281,0000.31.3038,http://uc.socioambiental.org/pt-br/arp/5533
PES Mãe Bonifácia,PES,77,0000.51.0464,http://uc.socioambiental.org/pt-br/arp/3456
RESEX Mãe Grande de Curuçá,RESEX,37062,0000.00.0243,http://uc.socioambiental.org/pt-br/arp/3469
REBIO Maicuru,REBIO,1151761,0000.15.1033,http://uc.socioambiental.org/pt-br/arp/4639
RDS Mamirauá,RDS,1124000,0000.13.0986,http://uc.socioambiental.org/pt-br/arp/789
APA Mananciais da Bacia Hidrográfica do rio Paraíba do Sul,APA,292597,0000.00.1521,http://uc.socioambiental.org/pt-br/arp/5216
PES Mananciais de Campos do Jordão,PES,503,0000.35.0836,http://uc.socioambiental.org/pt-br/arp/879
RESEX Mandira,RESEX,1176,0000.00.0234,http://uc.socioambiental.org/pt-br/arp/3465
FES Manduri - Luiz Fiorucci,FES,1485,,http://uc.socioambiental.org/pt-br/arp/1078
APA Mangaratiba,APA,22936,0000.33.0726,http://uc.socioambiental.org/pt-br/arp/2173
APA Mangue Seco,APA,3395,0000.29.0326,http://uc.socioambiental.org/pt-br/arp/1043
ARIE Manguezais da Foz do Rio Mamanguape,ARIE,5721,0000.00.0039,http://uc.socioambiental.org/pt-br/arp/2002
RESEC Manguezais da Lagoa do Roteiro,RESEC,742,,http://uc.socioambiental.org/pt-br/arp/1053
REBIO Manicoré,REBIO,359063,0000.00.3411,http://uc.socioambiental.org/pt-br/arp/5431
FES Manicoré,FES,83381,0000.13.1000,http://uc.socioambiental.org/pt-br/arp/4261
FLONA Mapiá-Inauini,FLONA,311000,0000.00.0126,http://uc.socioambiental.org/pt-br/arp/647
PARNA Mapinguari,PARNA,1744852,0000.00.1633,http://uc.socioambiental.org/pt-br/arp/4968
RESEX Mapuá,RESEX,94464,0000.00.0244,http://uc.socioambiental.org/pt-br/arp/4326
ESEC Maracá,ESEC,101312,0000.00.0057,http://uc.socioambiental.org/pt-br/arp/606
ESEC Maracá-Jipioca,ESEC,72000,0000.00.0058,http://uc.socioambiental.org/pt-br/arp/607
RESEX Maracatiara,RESEX,9503.1201171875,0000.11.0744,http://uc.socioambiental.org/pt-br/arp/3028
ESEC Mar de Espanha,ESEC,187,0000.31.0365,http://uc.socioambiental.org/pt-br/arp/2133
APA Margem Direita do Rio Negro,APA,461741,0000.13.0994,http://uc.socioambiental.org/pt-br/arp/847
APA Margem Esquerda do Rio Negro,APA,611008,0000.13.0995 e 0000.13.0996,http://uc.socioambiental.org/pt-br/arp/846
APA Maricá,APA,500,0000.33.0729,http://uc.socioambiental.org/pt-br/arp/2174
ESEC Marília,ESEC,607,0000.35.2605,http://uc.socioambiental.org/pt-br/arp/2779
APA Marimbus/Iraquara,APA,125400,0000.29.0311,http://uc.socioambiental.org/pt-br/arp/1024
RESEX Marinha Cuinarana,RESEX,11037,0000.00.3134,http://uc.socioambiental.org/pt-br/arp/5403
RESEX Marinha da Baía do Iguape,RESEX,10074,0000.00.0245,http://uc.socioambiental.org/pt-br/arp/2584
RESEX Marinha da Lagoa do Jequiá,RESEX,10204,0000.00.0246,http://uc.socioambiental.org/pt-br/arp/2884
RESEX Marinha de Araí-Peroba,RESEX,62035,0000.00.0247,http://uc.socioambiental.org/pt-br/arp/4328
RESEX Marinha de Caeté-Taperaçu,RESEX,41807,0000.00.0248,http://uc.socioambiental.org/pt-br/arp/4325
RESEX Marinha de Gurupi-Piriá,RESEX,74081,0000.00.0249,http://uc.socioambiental.org/pt-br/arp/4329
RESEX Marinha de Itaipu,RESEX,3943,0000.33.2981,http://uc.socioambiental.org/pt-br/arp/5636
RESEX Marinha de Soure,RESEX,27464,0000.00.0254,http://uc.socioambiental.org/pt-br/arp/2942
RESEX Marinha de Tracuateua,RESEX,27154,0000.00.0250,http://uc.socioambiental.org/pt-br/arp/4324
RESEX Marinha do Arraial do Cabo,RESEX,51601,0000.00.0251,http://uc.socioambiental.org/pt-br/arp/1149
REBIO Marinha do Arvoredo,REBIO,17600,0000.00.0214,http://uc.socioambiental.org/pt-br/arp/1109
RESEX Marinha do Corumbau,RESEX,89500,0000.00.0252,http://uc.socioambiental.org/pt-br/arp/2585
RESEX Marinha do Delta do Parnaíba,RESEX,27022,0000.00.0225,http://uc.socioambiental.org/pt-br/arp/2680
APA Marinha do Litoral Centro,APA,-,0000.35.1723,http://uc.socioambiental.org/pt-br/arp/5021
APA Marinha do Litoral Norte,APA,236047,0000.35.1721,http://uc.socioambiental.org/pt-br/arp/5018
APA Marinha do Litoral Sul,APA,-,0000.35.1724,http://uc.socioambiental.org/pt-br/arp/5020
RESEX Marinha do Maracanã,RESEX,30019,0000.00.0227,http://uc.socioambiental.org/pt-br/arp/3464
RESEX Marinha do Pirajubaé,RESEX,1444,0000.00.0255,http://uc.socioambiental.org/pt-br/arp/944
RESEX Marinha Mestre Lucindo,RESEX,26465,0000.00.3133,http://uc.socioambiental.org/pt-br/arp/5402
RESEX Marinha Mocapajuba,RESEX,21029,0000.00.3132,http://uc.socioambiental.org/pt-br/arp/5401
RESEX Marinha Prainha do Canto Verde,RESEX,29794,0000.00.1809,http://uc.socioambiental.org/pt-br/arp/4705
APA Marinha Recifes Serrambi,APA,-,0000.26.3751,http://uc.socioambiental.org/pt-br/arp/6053
PES Marinho Banco do Álvaro,PES,-,0000.21.3544,http://uc.socioambiental.org/pt-br/arp/6048
PES Marinho Banco do Tarol,PES,-,0000.21.3543,http://uc.socioambiental.org/pt-br/arp/6049
PES Marinho da Laje de Santos,PES,5000,0000.35.0834,http://uc.socioambiental.org/pt-br/arp/931
PES Marinho da Pedra da Risca do Meio,PES,3320,0000.23.0947,http://uc.socioambiental.org/pt-br/arp/2313
PARNA Marinho das Ilhas dos Currais,PARNA,1360,0000.00.2874,http://uc.socioambiental.org/pt-br/arp/5369
PES Marinho de Areia Vermelha,PES,231,0000.25.0484,http://uc.socioambiental.org/pt-br/arp/2895
PARNA Marinho de Fernando de Noronha,PARNA,11270,0000.00.0186,http://uc.socioambiental.org/pt-br/arp/870
RDS Marinho do Aventureiro,RDS,1312,,http://uc.socioambiental.org/pt-br/arp/2450
PES Marinho do Parcel de Manuel Luís,PES,45237,0000.21.1886,http://uc.socioambiental.org/pt-br/arp/764
PARNA Marinho dos Abrolhos,PARNA,88249,0000.00.0185,http://uc.socioambiental.org/pt-br/arp/988
FLONA Mário Xavier,FLONA,493,0000.00.0127,http://uc.socioambiental.org/pt-br/arp/949
PES Marituba,PES,-,0000.28.4118,http://uc.socioambiental.org/pt-br/arp/6052
APA Marituba do Peixe,APA,10900,0000.27.0921,http://uc.socioambiental.org/pt-br/arp/1054
PES Massairo Okamura,PES,51,0000.51.0480,http://uc.socioambiental.org/pt-br/arp/3457
APA Massambaba,APA,7631,0000.33.1514,http://uc.socioambiental.org/pt-br/arp/2175
RESEX Massaranduba,RESEX,5566.2099609375,0000.11.0751,http://uc.socioambiental.org/pt-br/arp/3026
PES Mata Atlântica,PES,938,0000.52.1747,http://uc.socioambiental.org/pt-br/arp/5508
RBIOSF Mata Atlântica,RBIOSF,1480000,,http://uc.socioambiental.org/pt-br/arp/3164
CEC Mata Atlântica,CEC,-,,http://uc.socioambiental.org/pt-br/arp/5201
PES Mata da Pimenteira,PES,887,0000.26.3268,http://uc.socioambiental.org/pt-br/arp/5242
PES Mata da Pipa,PES,291,0000.24.1473,http://uc.socioambiental.org/pt-br/arp/5653
PES Mata das Flores,PES,800,0000.32.1833,http://uc.socioambiental.org/pt-br/arp/1038
RVS Mata da Usina São José,RVS,298,0000.26.2254,http://uc.socioambiental.org/pt-br/arp/5534
RVS Mata de Bom Jardim,RVS,245,0000.26.2248,http://uc.socioambiental.org/pt-br/arp/5535
RVS Mata de Caraúna,RVS,169,0000.26.2255,http://uc.socioambiental.org/pt-br/arp/5536
PES Mata de Duas Lagoas,PES,140,0000.26.3308,http://uc.socioambiental.org/pt-br/arp/5523
RVS Mata de Jaguaribe,RVS,107,0000.26.2242,http://uc.socioambiental.org/pt-br/arp/5538
RVS Mata de Miritiba,RVS,272,0000.26.2247,http://uc.socioambiental.org/pt-br/arp/5539
RVS Mata de Mussaíba,RVS,272,0000.26.3239,http://uc.socioambiental.org/pt-br/arp/5540
RVS Mata de Santa Cruz,RVS,-,0000.26.2244,http://uc.socioambiental.org/pt-br/arp/6056
ARIE Mata de Santa Genebra,ARIE,252,0000.00.0040,http://uc.socioambiental.org/pt-br/arp/1169
RVS Mata de Tapacurá,RVS,346,0000.26.2257,http://uc.socioambiental.org/pt-br/arp/5537
RVS Mata do Amparo,RVS,172,0000.26.2240,http://uc.socioambiental.org/pt-br/arp/1244
RVS Mata do Bitury,RVS,-,0000.26.4191,http://uc.socioambiental.org/pt-br/arp/6061
RVS Mata do Buraquinho,RVS,517,0000.25.3124,http://uc.socioambiental.org/pt-br/arp/5541
RVS Mata do Camucim,RVS,40,0000.26.2560,http://uc.socioambiental.org/pt-br/arp/5530
ESEC Mata do Cedro,ESEC,1087,0000.31.0392,http://uc.socioambiental.org/pt-br/arp/3426
ARIE Mata do Cipó,ARIE,60,,http://uc.socioambiental.org/pt-br/arp/5643
RVS Mata do Contra Açude,RVS,102,0000.26.2249,http://uc.socioambiental.org/pt-br/arp/5542
RVS Mata do Curado,RVS,102,0000.26.3303,http://uc.socioambiental.org/pt-br/arp/5543
RVS Mata do Engenho Salgadinho,RVS,257,0000.26.3328,http://uc.socioambiental.org/pt-br/arp/5544
RVS Mata do Engenho São João,RVS,34,0000.26.2243,http://uc.socioambiental.org/pt-br/arp/1215
RVS Mata do Engenho Uchóa,RVS,20,0000.26.3330,http://uc.socioambiental.org/pt-br/arp/5545
PES Mata do Godoy,PES,676,0000.41.0527,http://uc.socioambiental.org/pt-br/arp/1049
APA Mata do Iguatemi,APA,30,0000.35.1705,http://uc.socioambiental.org/pt-br/arp/948
ESEC Mata do Jacaré,ESEC,75,0000.35.0818,http://uc.socioambiental.org/pt-br/arp/925
RVS Mata do Junco,RVS,894,0000.28.1604,http://uc.socioambiental.org/pt-br/arp/4903
APA Mata do Krambeck,APA,374,,http://uc.socioambiental.org/pt-br/arp/2822
PES Mata do Limoeiro,PES,2056,,http://uc.socioambiental.org/pt-br/arp/5524
RVS Mata do Outeiro do Pedro,RVS,51,0000.26.3322,http://uc.socioambiental.org/pt-br/arp/5546
PES Mata do Pau Ferro,PES,607,0000.25.0901,http://uc.socioambiental.org/pt-br/arp/1003
RVS Mata do Quizanga,RVS,228,0000.26.3302,http://uc.socioambiental.org/pt-br/arp/5547
RESEC Mata do Rio Vermelho,RESEC,1500,,http://uc.socioambiental.org/pt-br/arp/1002
ESEC Mata dos Ausentes,ESEC,490,0000.31.0363,http://uc.socioambiental.org/pt-br/arp/2136
RVS Mata do Sistema Gurjaú,RVS,1077,0000.26.2253,http://uc.socioambiental.org/pt-br/arp/5548
RVS Mata dos Muriquis,RVS,2722.605,0000.31.1774,http://uc.socioambiental.org/pt-br/arp/4946
RVS Mata do Toro,RVS,80,0000.26.3395,http://uc.socioambiental.org/pt-br/arp/5549
RVS Mata do Urucu,RVS,513,0000.26.2250,http://uc.socioambiental.org/pt-br/arp/5550
PES Mata do Xém-Xém,PES,182,0000.25.0488,http://uc.socioambiental.org/pt-br/arp/2896
PES Mata do Zumbi,PES,292,0000.26.3283,http://uc.socioambiental.org/pt-br/arp/5525
RVS Mata Engenho Macaxeira,RVS,60,0000.26.2241,http://uc.socioambiental.org/pt-br/arp/5551
REBIO Mata Escura,REBIO,50890,0000.00.0193,http://uc.socioambiental.org/pt-br/arp/3524
RESEX Mata Grande,RESEX,10450,0000.00.0226,http://uc.socioambiental.org/pt-br/arp/629
FLONA Mata Grande (FLONA),FLONA,2009,0000.00.0128,http://uc.socioambiental.org/pt-br/arp/4182
RVS Mata Lanço dos Cações,RVS,50,0000.26.2239,http://uc.socioambiental.org/pt-br/arp/5552
ARIE Matão de Cosmópolis,ARIE,173,0000.00.0041,http://uc.socioambiental.org/pt-br/arp/896
REBIO Mata Paludosa,REBIO,112.680000305176,0000.43.2008,http://uc.socioambiental.org/pt-br/arp/2891
ESEC Mata Preta,ESEC,6563,0000.00.0261,http://uc.socioambiental.org/pt-br/arp/4382
PES Mata São Francisco,PES,833,0000.41.0519,http://uc.socioambiental.org/pt-br/arp/1180
RVS Mata São João da Várzea,RVS,64,0000.26.3304,http://uc.socioambiental.org/pt-br/arp/5553
RVS Matas de Água Azul,RVS,-,0000.26.3319,http://uc.socioambiental.org/pt-br/arp/6058
RVS Matas de Siriji,RVS,-,0000.26.3317,http://uc.socioambiental.org/pt-br/arp/6057
PES Matas do Segredo,PES,178,0000.50.0422,http://uc.socioambiental.org/pt-br/arp/2931
PES Mata Seca,PES,10281,0000.31.0391,http://uc.socioambiental.org/pt-br/arp/3428
RVS Mata Seca,RVS,-,0000.53.3179,http://uc.socioambiental.org/pt-br/arp/6079
RVS Mata serra do Cotovelo,RVS,977,0000.26.2251,http://uc.socioambiental.org/pt-br/arp/5554
REBIO Mato Grande,REBIO,5161,0000.43.1993,http://uc.socioambiental.org/pt-br/arp/2314
RDS Matupiri,RDS,179083,0000.13.1735,http://uc.socioambiental.org/pt-br/arp/5055
PES Matupiri,PES,513747,0000.13.1736,http://uc.socioambiental.org/pt-br/arp/4858
FES Maués,FES,438440,0000.13.1003,http://uc.socioambiental.org/pt-br/arp/4234
APA Meandros do Rio Araguaia,APA,357126,0000.00.0024,http://uc.socioambiental.org/pt-br/arp/1352
RESEX Médio Juruá,RESEX,286933,0000.00.0235,http://uc.socioambiental.org/pt-br/arp/1151
RVS Médio Paraíba,RVS,11133,0000.33.3549,http://uc.socioambiental.org/pt-br/arp/5638
RESEX Médio Purus,RESEX,604209,0000.00.1606,http://uc.socioambiental.org/pt-br/arp/4860
PES Mendanha,PES,4396,0000.33.2904,http://uc.socioambiental.org/pt-br/arp/5379
APA Mestre Álvaro,APA,2461,,http://uc.socioambiental.org/pt-br/arp/1036
RVS Mestre DArmas,RVS,-,,http://uc.socioambiental.org/pt-br/arp/6080
RVS Metrópole da Amazônia,RVS,6367,0000.15.1881,http://uc.socioambiental.org/pt-br/arp/5124
FES Metropolitana,FES,410,0000.41.0520,http://uc.socioambiental.org/pt-br/arp/1267
APA Metropolitana de Belém,APA,7500,0000.15.1025,http://uc.socioambiental.org/pt-br/arp/772
ESEC Mico Leão Preto,ESEC,6677,0000.00.0073,http://uc.socioambiental.org/pt-br/arp/3194
PES Mirador,PES,500000,0000.21.1963,http://uc.socioambiental.org/pt-br/arp/763
ESEC Mogi-Guaçu - Prof. Hermógenes de Freitas L. Filho,ESEC,981,0000.35.2617,http://uc.socioambiental.org/pt-br/arp/966
REBIO Mogi-Guaçu (REBIO),REBIO,470,,http://uc.socioambiental.org/pt-br/arp/1074
FES Mogno,FES,143897,0000.12.2046,http://uc.socioambiental.org/pt-br/arp/3558
RESEX Mogno (Resex),RESEX,2450,0000.11.0747,http://uc.socioambiental.org/pt-br/arp/3025
PES Monge,PES,250,,http://uc.socioambiental.org/pt-br/arp/2245
MONAT Monólitos de Quixadá,MONAT,-,0000.23.0960,http://uc.socioambiental.org/pt-br/arp/5647
PARNA Montanhas do Tumucumaque,PARNA,3867000,0000.00.0187,http://uc.socioambiental.org/pt-br/arp/3226
PES Monte Alegre,PES,3678,0000.15.1032,http://uc.socioambiental.org/pt-br/arp/3169
PARNA Monte Pascoal (Parque Nacional e Histórico),PARNA,22500,0000.00.0182,http://uc.socioambiental.org/pt-br/arp/997
PARNA Monte Roraima,PARNA,116000,0000.00.0174,http://uc.socioambiental.org/pt-br/arp/594
PES Montezuma,PES,1743,0000.31.1775,http://uc.socioambiental.org/pt-br/arp/5514
APA Morro da Pedreira,APA,66200,0000.00.0027,http://uc.socioambiental.org/pt-br/arp/933
ARIE Morro da Vargem,ARIE,573.53,0000.32.1012,http://uc.socioambiental.org/pt-br/arp/4819
MONAT Morro de Santo Antônio,MONAT,258,0000.51.1920,http://uc.socioambiental.org/pt-br/arp/4870
APA Morro de São Bento,APA,2,0000.35.1706,http://uc.socioambiental.org/pt-br/arp/954
RVS Morro do Careca,RVS,-,,http://uc.socioambiental.org/pt-br/arp/6081
PES Morro do Chapéu,PES,46000,0000.29.0296,http://uc.socioambiental.org/pt-br/arp/2084
PES Morro do Diabo,PES,33845,0000.35.0816,http://uc.socioambiental.org/pt-br/arp/902
REBIO Morro dos Seis Lagos,REBIO,36900,0000.13.1011,http://uc.socioambiental.org/pt-br/arp/792
APA Morro do Urubu,APA,214,0000.28.0794,http://uc.socioambiental.org/pt-br/arp/2842
RVS Morros do Craunã e do Padre,RVS,1087,0000.27.2576,http://uc.socioambiental.org/pt-br/arp/5531
APA Morros Garapenses,APA,234768,0000.21.1892,http://uc.socioambiental.org/pt-br/arp/5137
FLONA Mulata,FLONA,212751,0000.00.0099,http://uc.socioambiental.org/pt-br/arp/1394
APA Murici,APA,-,0000.27.0923,http://uc.socioambiental.org/pt-br/arp/5210
ESEC Murici (ESEC),ESEC,6116,0000.00.0059,http://uc.socioambiental.org/pt-br/arp/2579
FERS Mutum,FERS,11471,0000.11.0759,http://uc.socioambiental.org/pt-br/arp/3018
PES Nascentes,PES,323059,,http://uc.socioambiental.org/pt-br/arp/6102
REBIO Nascentes da Serra do Cachimbo,REBIO,342478,0000.00.0216,http://uc.socioambiental.org/pt-br/arp/4327
APA Nascentes de Araguaína,APA,15821.5,0000.17.1491,http://uc.socioambiental.org/pt-br/arp/2957
PARNA Nascentes do Lago Jari,PARNA,812141,0000.00.1626,http://uc.socioambiental.org/pt-br/arp/4843
PES Nascentes do Paranapanema,PES,-,0000.35.2839,http://uc.socioambiental.org/pt-br/arp/5306
APA Nascentes do Rio Canindé,APA,-,,http://uc.socioambiental.org/pt-br/arp/5465
ARIE Nascentes do Rio de Contas,ARIE,4771,0000.29.0298,http://uc.socioambiental.org/pt-br/arp/3563
APA Nascentes do Rio Longá,APA,-,,http://uc.socioambiental.org/pt-br/arp/5466
APA Nascentes do Rio Paraguai,APA,77743,0000.51.1896,http://uc.socioambiental.org/pt-br/arp/5114
PARNA Nascentes do Rio Parnaíba,PARNA,749848,0000.00.0156,http://uc.socioambiental.org/pt-br/arp/3193
PES Nascentes do Rio Taquari,PES,30619,0000.50.0421,http://uc.socioambiental.org/pt-br/arp/2932
APA Nascentes do Rio Uruçuí-Preto,APA,-,,http://uc.socioambiental.org/pt-br/arp/5467
APA Nascentes do Rio Vermelho,APA,176159,0000.00.0028,http://uc.socioambiental.org/pt-br/arp/2883
PES Nascentes do Tietê,PES,134752,,http://uc.socioambiental.org/pt-br/arp/848
RDS Nascentes Geraizeiras,RDS,38177,0000.00.3135,http://uc.socioambiental.org/pt-br/arp/5406
APA Naufrágio Queimado,APA,-,,http://uc.socioambiental.org/pt-br/arp/6037
FLONA Negreiros,FLONA,3000,0000.00.1605,http://uc.socioambiental.org/pt-br/arp/4884
APA Nhamundá,APA,195900,0000.13.0997,http://uc.socioambiental.org/pt-br/arp/4232
ESEC Niquiá,ESEC,286600,0000.00.0060,http://uc.socioambiental.org/pt-br/arp/609
FLONA Nísia Floresta,FLONA,175,0000.00.0100,http://uc.socioambiental.org/pt-br/arp/2886
ESEC Noroeste Paulista,ESEC,169,0000.35.2672,http://uc.socioambiental.org/pt-br/arp/907
FES Noroeste Paulista,FES,-,0000.35.3740,http://uc.socioambiental.org/pt-br/arp/6033
PES Nova Baden,PES,353,0000.31.0395,http://uc.socioambiental.org/pt-br/arp/2137
MONAT O Frade e a Freira,MONAT,861,0000.32.1533,http://uc.socioambiental.org/pt-br/arp/5642
APA Onças,APA,-,0000.25.0485,http://uc.socioambiental.org/pt-br/arp/6036
PARNA Pacaás Novos,PARNA,764801,0000.00.0163,http://uc.socioambiental.org/pt-br/arp/596
FLONA Pacotuba,FLONA,451,0000.00.0101,http://uc.socioambiental.org/pt-br/arp/3463
FLONA Palmares,FLONA,170,0000.00.0102,http://uc.socioambiental.org/pt-br/arp/4268
PES Palmas,PES,181,0000.41.0552,http://uc.socioambiental.org/pt-br/arp/2246
PES Palmito,PES,1782,0000.41.0521,http://uc.socioambiental.org/pt-br/arp/2435
RBIOSF Pantanal,RBIOSF,-,,http://uc.socioambiental.org/pt-br/arp/5188
PES Pantanal do Rio Negro,PES,78303,0000.50.0423,http://uc.socioambiental.org/pt-br/arp/2933
PARNA Pantanal Mato-Grossense,PARNA,135000,0000.00.0175,http://uc.socioambiental.org/pt-br/arp/600
PES Papagaio Charão,PES,1000,0000.43.2002,http://uc.socioambiental.org/pt-br/arp/2308
PES Paracatu,PES,6400,0000.31.2329,http://uc.socioambiental.org/pt-br/arp/5515
ESEC Paranapanema (ESEC),ESEC,635,0000.35.2669,http://uc.socioambiental.org/pt-br/arp/961
FES Paranapanema (FES),FES,1548,,http://uc.socioambiental.org/pt-br/arp/2208
ARIE Paranoá Sul,ARIE,54,0000.53.1649,http://uc.socioambiental.org/pt-br/arp/1303
FLONA Paraopeba,FLONA,200,0000.00.0103,http://uc.socioambiental.org/pt-br/arp/2351
PES Paraúna,PES,30000,0000.52.1743,http://uc.socioambiental.org/pt-br/arp/2888
REBIO Parazinho,REBIO,111.319999694824,0000.16.0291,http://uc.socioambiental.org/pt-br/arp/808
CEC Parna da Serra da Capivara/Parna da Serra das Confusões,CEC,414565,0000.00.0145,http://uc.socioambiental.org/pt-br/arp/4301
APA Parque e Fazenda do Carmo,APA,868,0000.35.1707,http://uc.socioambiental.org/pt-br/arp/882
ARIE Parque Juscelino Kubitschek,ARIE,2642,0000.53.1642,http://uc.socioambiental.org/pt-br/arp/2530
FES Paru,FES,3612914,0000.15.1038,http://uc.socioambiental.org/pt-br/arp/4642
FES Passa Dois,FES,276,0000.41.0538,http://uc.socioambiental.org/pt-br/arp/1191
FLONA Passa Quatro,FLONA,348,0000.00.0129,http://uc.socioambiental.org/pt-br/arp/2349
APA Passaúna,APA,16020,0000.41.0526,http://uc.socioambiental.org/pt-br/arp/1283
FLONA Passo Fundo,FLONA,1358,0000.00.0130,http://uc.socioambiental.org/pt-br/arp/1291
PARNA Pau Brasil,PARNA,18934,0000.00.0176,http://uc.socioambiental.org/pt-br/arp/2519
ESEC Pau Brasil,ESEC,-,0000.25.2331,http://uc.socioambiental.org/pt-br/arp/6034
APA Pau Brasil (APA),APA,9940,0000.33.0724,http://uc.socioambiental.org/pt-br/arp/3191
RFAU Pau Doleo,RFAU,10463,,http://uc.socioambiental.org/pt-br/arp/5565
PES Pau Furado,PES,2200,0000.31.1770,http://uc.socioambiental.org/pt-br/arp/4825
PES Paulo Cesar Vinha,PES,1462,0000.32.0332,http://uc.socioambiental.org/pt-br/arp/1039
ESEC Paulo de Faria,ESEC,436,0000.35.0807,http://uc.socioambiental.org/pt-br/arp/1060
PES Pau-Oco,PES,906,0000.41.0518,http://uc.socioambiental.org/pt-br/arp/1181
FLONA Pau-Rosa,FLONA,827877,0000.00.0104,http://uc.socioambiental.org/pt-br/arp/1400
APA Paytuna,APA,58251,0000.15.1028,http://uc.socioambiental.org/pt-br/arp/3170
ESEC Pecém,ESEC,973,0000.23.0952,http://uc.socioambiental.org/pt-br/arp/2807
APA Pé da Serra Azul,APA,7980,0000.51.0479,http://uc.socioambiental.org/pt-br/arp/812
FES Pederneiras,FES,1941,0000.35.2618,http://uc.socioambiental.org/pt-br/arp/2783
PES Pedra Azul,PES,1240,0000.32.1673,http://uc.socioambiental.org/pt-br/arp/1035
ARIE Pedra Branca (ARIE),ARIE,635,0000.35.3731,http://uc.socioambiental.org/pt-br/arp/895
PES Pedra Branca (PES),PES,12500,0000.33.1478,http://uc.socioambiental.org/pt-br/arp/1288
PES Pedra da Boca,PES,157,0000.25.0483,http://uc.socioambiental.org/pt-br/arp/2897
MONAT Pedra da Cebola,MONAT,10,,http://uc.socioambiental.org/pt-br/arp/2976
"MONAT Pedra do Baú,",MONAT,-,0000.35.1968,http://uc.socioambiental.org/pt-br/arp/6030
MONAT Pedra do Cachorro,MONAT,1378,0000.26.3313,http://uc.socioambiental.org/pt-br/arp/5507
APA Pedra do Elefante,APA,2562.31,0000.32.0337,http://uc.socioambiental.org/pt-br/arp/4820
MONAT Pedra Grande,MONAT,3297,0000.35.1967,http://uc.socioambiental.org/pt-br/arp/5128
PES Pedra Selada,PES,8036,0000.33.2722,http://uc.socioambiental.org/pt-br/arp/5509
RESEX Pedras Negras,RESEX,124409,0000.11.0773,http://uc.socioambiental.org/pt-br/arp/1320
REBIO Pedra Talhada,REBIO,4469,0000.00.0197,http://uc.socioambiental.org/pt-br/arp/856
PES Penhasco Verde,PES,303,0000.41.0525,http://uc.socioambiental.org/pt-br/arp/2764
APA Pequeno,APA,6200,0000.41.0658,http://uc.socioambiental.org/pt-br/arp/2431
FERS Periquito,FERS,1162.55004882812,0000.11.0778,http://uc.socioambiental.org/pt-br/arp/3017
RVS Periquito Cara-Suja,RVS,39,0000.23.3729,http://uc.socioambiental.org/pt-br/arp/5648
REBIO Perobas,REBIO,8716,0000.00.0275,http://uc.socioambiental.org/pt-br/arp/4440
RVS Pe. Sérgio Tonetto,RVS,339,0000.15.3479,http://uc.socioambiental.org/pt-br/arp/5437
MONAT Peter Lund,MONAT,72738,0000.31.0897,http://uc.socioambiental.org/pt-br/arp/5099
APA Petrópolis,APA,59049,0000.00.0010,http://uc.socioambiental.org/pt-br/arp/887
APA Piaçabuçu,APA,9107,0000.00.0018,http://uc.socioambiental.org/pt-br/arp/986
RDS Piagaçu-Purus,RDS,1008167,0000.13.0987,http://uc.socioambiental.org/pt-br/arp/3552
PARNA Pico da Neblina,PARNA,2200000,0000.00.0177,http://uc.socioambiental.org/pt-br/arp/597
APA Pico do Goiapaba-Açu,APA,3740,0000.32.0334,http://uc.socioambiental.org/pt-br/arp/1031
MONAT Pico do Ibituruna,MONAT,1076,0000.31.3039,http://uc.socioambiental.org/pt-br/arp/2148
MONAT Pico do Itabirito,MONAT,-,,http://uc.socioambiental.org/pt-br/arp/6039
PES Pico do Itambé,PES,4696,0000.31.0404,http://uc.socioambiental.org/pt-br/arp/2814
PES Pico do Jabre,PES,500,0000.25.2336,http://uc.socioambiental.org/pt-br/arp/1004
